problem_id,url,snippet,experiment,present_in_last_experiment,unique_id,line,date_found,analysis_results,detector_rule,summary,more_info,intended_behavior,triage,problem_description,FP_reason,manifestation,status,added_to_test_suite,IDEA,date_reported,API_usage,link_to_issue,developer_reaction,developer comment,component,known_before
00_8c385a_28,https://github.com/JaiderArleyGonzalez/ImplementacionDeutschyDeutsch-Josza/blob/ba7951b49be78c741058a92e6b74718cefac16bf/Implementaci%C3%B3n%20Deutsch-Jozsa/Deutsch-Jozsa/Deutsch-JozsaCircuito2.py,"compiled_circuit = transpile(circuit, simulator)
job = simulator.run(compiled_circuit, shots=1000)",exp_v00,,deutsch_jozsacircuito2_8c385a,28,20-mar-23,,qsmell-nc,"The circuit has a simple run. IDEA: raise the warnings when the circuit is using the parameters, e.g. there is a from qiskit.circuit import Parameter ",,,FP,,,,,," raise the warnings when the circuit is using the parameters, e.g. there is a from qiskit.circuit import Parameter ",,bind_parameters,,,,,
00_425771_56,https://github.com/hello-roderickwang/CourseWork/blob/ea0ca361e3c47c3b38d6e5bcbe69762ab18a1262/Quantum%20Computing%20Programs%20and%20Systems/Assignment/VQE%20on%20Qiskit/H2_noise_VQE.py,"exact_solution = NumPyEigensolver(qubitOp).run()
...
vqe = VQE(qubitOp, var_form, optimizer=optimizer)
noise_ret = vqe.run(quantum_noise_instance)
non_noise_ret = vqe.run(quantum_non_noise_instance)",exp_v00,,h2_noise_vqe_425771,56,20-mar-23,,qsmell-nc,"The run is called on a different obkect, not a backend. IDEA: make sure that the run and execute are legitimate quantum execution and not some other domain specific thing.",,,FP,,,,,, make sure that the run and execute are legitimate quantum execution and not some other domain specific thing.,,bind_parameters,,,,,
00_152d70_46,https://github.com/epiqc/PartialCompilation/blob/50d80f56efdf754e40a0b1dd00404788a03fdf3d/qiskit-terra/test/python/aer_provider_integration_test/test_aer_qobj_headers.py,"                qobj.experiments[0].header.some_field = 'extra info'
                result = backend.run(qobj).result()",exp_v00,,test_aer_qobj_headers_152d70,46,20-mar-23,,qsmell-nc,"The circuit has a simple run. IDEA: raise the warnings when the circuit is using the parameters, e.g. there is a from qiskit.circuit import Parameter ",,,FP,,,,,," raise the warnings when the circuit is using the parameters, e.g. there is a from qiskit.circuit import Parameter ",,bind_parameters,,,,,
00_66c18b_43,https://github.com/keamanansiber/qiskit/blob/6f1459aa130100251201ea8f0a7d78f97134919e/3QuantumMachineLearning/Tutorial/QSVM%201%20-%20Quantum%20SVM%20for%20Classification.py,"quantum_instance = QuantumInstance(backend, shots=1024, seed_simulator=seed, seed_transpiler=seed)
result = qsvm.run(quantum_instance)",exp_v00,,qsvm_201_20_20quantum_20svm_20for_20classification_66c18b,43,20-mar-23,,qsmell-nc,"The run() belongs to another domain specific API. IDEA: model from qiskit.aqua.algorithms import QSVM since it also runs a circuit. Or easier, disable the warning on this comlex tird-party apis, detect only plain execute and backend run.",,,FP,,,,,," model from qiskit.aqua.algorithms import QSVM since it also runs a circuit. Or easier, disable the warning on this comlex tird-party apis, detect only plain execute and backend run.",,bind_parameters,,,,,
00_7638e1_19,https://github.com/iQuHACK/2021_quanta/blob/964b24884b685cf374de2ddf377992f89996dd48/single_shot_measurement.py,"    qpu_job = qpu_backend.run(circ, shots = shots)
    job_id = qpu_job.job_id()",exp_v00,,single_shot_measurement_7638e1,19,20-mar-23,,qsmell-nc,"The circuit has a simple run. IDEA: raise the warnings when the circuit is using the parameters, e.g. there is a from qiskit.circuit import Parameter ",,,FP,,,,,," raise the warnings when the circuit is using the parameters, e.g. there is a from qiskit.circuit import Parameter ",,bind_parameters,,,,,
00_39f294_36,https://github.com/Duumbo/pulse_scaler/blob/7704ec9eb30c24ccc87b25eafe93e8a7431b30ba/src/pulse_scaler/__main__.py,"import pulse_scaler.backends.load_ibmq as cons
job = cons.IBMQBACKEND.run(
        qc_sched,
        meas_return='avg',
        seed_simulator=cons.SEED,
        shots=cons.SHOTS
    )",exp_v00,,main_39f294,36,20-mar-23,,qsmell-nc,They use an adhoc library. IDEA: do not model them,,,FP,,,,,, do not model them,,bind_parameters,,,,,
00_6044f4_80,https://github.com/edwindj/qiskit/blob/92578da88525fb2802a36b0c55911818ccd23237/qiskit-iqx-tutorials/qiskit/advanced/aqua/chemistry/declarative_approach.ipynb,"solver = QiskitChemistry()
result = solver.run(qiskit_chemistry_dict, backend=backend)",exp_v00,,declarative_approach_6044f4,80,20-mar-23,,qsmell-nc,The run is on a solver. IDEA: model only simple run() or execute().,,,FP,,,,,, model only simple run() or execute().,,bind_parameters,,,,,
00_f9d159_0,https://github.com/LilyHeAsamiko/QC/blob/216a52fb15464b238ca8f3903748b745af8f7682/puzzle/BO_gate_puzzle.py,"# Execute and see results
emulator = Aer.get_backend('qasm_simulator')
job1 = execute(qc, emulator, shots=1024)
hist1 = job1.result().get_counts()
plot_histogram(hist1)",qsmell_v00,,bo_gate_puzzle_f9d159,0,21-mar-23,,qsmell-nc,"The circuit has a simple run. IDEA: raise the warnings when the circuit is using the parameters, e.g. there is a from qiskit.circuit import Parameter ",,,FP,,,,,," raise the warnings when the circuit is using the parameters, e.g. there is a from qiskit.circuit import Parameter ",,bind_parameters,,,,,
00_4b844e_0,https://github.com/zoraizmohammad/BWSIQuantumSoftware-FinalProject/blob/da9a703e35ba746d2066955a5653205f26c70bdf/Raw%20Code/HHLAttempt9.py,"provider = IBMQ.load_account()
backend = provider.get_backend('ibm_ozlo')
run = execute(circuit, backend, shots=s)
result = run.result()",qsmell_v00,,hhlattempt9_4b844e,0,21-mar-23,,qsmell-nc,"The circuit has a simple run. IDEA: raise the warnings when the circuit is using the parameters, e.g. there is a from qiskit.circuit import Parameter ",,,FP,,,,,," raise the warnings when the circuit is using the parameters, e.g. there is a from qiskit.circuit import Parameter ",,bind_parameters,,,,,
00_15b25c_0,https://github.com/qcware/qcware_transpile/blob/e1eaa5ba5fd274664557cd6eb401b17e1e24b4e8/tests/translations/quasar/test_to_qiskit.py,"def qiskit_statevector(circuit: qiskit.QuantumCircuit):
    backend = AerSimulator(method=""statevector"")
    c = circuit.copy()
    c.save_state(""final_statevector"")
    result_data = qiskit.execute(c, backend).result().data()
    sv = result_data[""final_statevector""]
    return sv",qsmell_v00,,test_to_qiskit_15b25c,0,21-mar-23,,qsmell-nc,"The circuit has a simple run. IDEA: raise the warnings when the circuit is using the parameters, e.g. there is a from qiskit.circuit import Parameter ",,,FP,,,,,," raise the warnings when the circuit is using the parameters, e.g. there is a from qiskit.circuit import Parameter ",,bind_parameters,,,,,
00_e7d8e1_0,https://github.com/UST-QuAntiL/qhana/blob/bf499d072dcc37f81efec1b8e17b7d5460db7a04/qhana/backend/QNNcircuitExecutor.py,"circuits = []
        for parameterization in parameterizations:
            parameterization = parameterization_from_parameter_names(circuit, parameterization)
            curr_circuit = circuit.assign_parameters(parameterization)
            circuits.append(curr_circuit)

        results = QInstance.execute(circuits)",qsmell_v00,,qnncircuitexecutor_e7d8e1,0,21-mar-23,,qsmell-nc,The circuit has parameters but uses a correct parameter assignment via assign_parameters not modelled by the rule. IDEA: model assign_parameters,,,FP,,,,,, model assign_parameters,,bind_parameters,,,,,
00_de3af3_0,https://github.com/oimichiu/quantumGateModel/blob/fa1cb5ed751edbebe512ee299d5484949c856340/IBMQX/qiskit-tutorials/coduriCareNUcompileaza/tutoriale-QISKit/01-getting_started/test_Visualize_Circuit.py,"# Execute
backend = 'local_qasm_simulator'
# Create a Quantum Program for execution 
job = execute(circuit, backend)
job.status
result = job.result()",qsmell_v00,,test_visualize_circuit_de3af3,0,21-mar-23,,qsmell-nc,"The circuit has a simple run. IDEA: raise the warnings when the circuit is using the parameters, e.g. there is a from qiskit.circuit import Parameter ",,,FP,,,,,," raise the warnings when the circuit is using the parameters, e.g. there is a from qiskit.circuit import Parameter ",,bind_parameters,,,,,
00_162510_0,https://github.com/kerenavnery/qmail/blob/b6b329f355f8645b67358ec81a79766fcfb3a0d1/Teleport_Bob.py,"#check the teleported state:
from qiskit import Aer
backend = Aer.get_backend('statevector_simulator')
job = execute(circ_bob,backend)
result = job.result()
outputstate = result.get_statevector(circ_bob,decimals=3)
print(outputstate)",qsmell_v00,,teleport_bob_162510,0,21-mar-23,,qsmell-nc,"The circuit has a simple run. IDEA: raise the warnings when the circuit is using the parameters, e.g. there is a from qiskit.circuit import Parameter ",,,FP,,,,,," raise the warnings when the circuit is using the parameters, e.g. there is a from qiskit.circuit import Parameter ",,bind_parameters,,,,,
00_721cb4_0,https://github.com/GabrielPontolillo/Quantum_Algorithm_Implementations/blob/802d3fb426fd7d3597c69f8819d20223578a12cb/Shor's%20Algorithm/Qiskit%20Code/Shor's%20Algorithm%20Qiskit.ipynb,"backend = Aer.get_backend('aer_simulator') 
    job = execute(qc, backend, shots=1, memory=True)
    readings = job.result().get_memory()",qsmell_v00,,shor_s_20algorithm_20qiskit_721cb4,0,21-mar-23,,qsmell-nc,"The circuit has a simple run. IDEA: raise the warnings when the circuit is using the parameters, e.g. there is a from qiskit.circuit import Parameter ",,,FP,,,,,," raise the warnings when the circuit is using the parameters, e.g. there is a from qiskit.circuit import Parameter ",,bind_parameters,,,,,
00_f0529e_0,https://github.com/rubenandrebarreiro/semi-quantum-conference-key-agreement-prototype/blob/fd24b8df32f22fcf6f0b0caf6422d2a2ea46e792/test/ibm_qiskit/entanglements/multipartite/TestQiskitGHZState.py,"        # Execute the Quantum Circuit and store the Quantum State in a final state vector
        final_state_vector = \
            execute(qiskit_quantum_circuit_ghz_state_3_qubits.quantum_circuit,
                    state_vector_backend).result().get_statevector()",qsmell_v00,,testqiskitghzstate_f0529e,0,21-mar-23,,qsmell-nc,"The circuit has a simple run. IDEA: raise the warnings when the circuit is using the parameters, e.g. there is a from qiskit.circuit import Parameter ",,,FP,,,,,," raise the warnings when the circuit is using the parameters, e.g. there is a from qiskit.circuit import Parameter ",,bind_parameters,,,,,
00_03b3c2_0,https://github.com/hchsu/quantumcomp/blob/184631a7a6eed736bb22db69203cc8696f2ad6a8/wave_function.ipynb,"# for running getting statevector from statevector_sim, there can not be measurement gate
job_statevector_sim=execute(circ, backend=statevectorsim_backend, shots=1024)
result_statevector_sim=job_statevector_sim.result()",qsmell_v00,,wave_function_03b3c2,0,21-mar-23,,qsmell-nc,"The circuit has a simple run. IDEA: raise the warnings when the circuit is using the parameters, e.g. there is a from qiskit.circuit import Parameter ",,,FP,,,,,," raise the warnings when the circuit is using the parameters, e.g. there is a from qiskit.circuit import Parameter ",,bind_parameters,,,,,
00_4264b6_0,https://github.com/kevin-orellana/quantum_computing/blob/e3c0f9b81ec2ea7e1d6eea38d7f5f90bce243e97/code/kevin_practice/qiskit-tutorials-master/community/hello_world/laurel_or_yanny.ipynb,"job_sim = execute(qc, backend_Aer, shots=shots_sim) #Run job on chosen backend for chosen number of shots
stats_sim = job_sim.result().get_counts() #Retrieve results ",qsmell_v00,,laurel_or_yanny_4264b6,0,21-mar-23,,qsmell-nc,"The circuit has a simple run. IDEA: raise the warnings when the circuit is using the parameters, e.g. there is a from qiskit.circuit import Parameter ",,,FP,,,,,," raise the warnings when the circuit is using the parameters, e.g. there is a from qiskit.circuit import Parameter ",,bind_parameters,,,,,
00_8bf403_0,https://github.com/Avhijit-codeboy/Portfolio-Diversification/blob/2654aa4869bea4bb5d6afc4eb9d6354bbef1a5df/qiskit-runtime/tutorials/02_uploading_program.ipynb,"    circuit = random_circuit(num_qubits=5, depth=4, measure=True,
                             seed=random.randint(0, 1000))
    return transpile(circuit, backend)",qsmell_v00,,02_uploading_program_8bf403,0,21-mar-23,,qsmell-lpq,The transpilation has no layout because the circuit is randomly created. It cannot be known a priori.,,,FP,,,,,,#N/A,,tanspile,,,,,
00_b43184_0,https://github.com/VashuKochar/QiskitProjects/blob/c16ba4e4e0832f4ba5678e3ee7899163b27fd7a1/Basics/deutschProblem.py,"def deutsch(function):
    """"""Implements Deutsch's algorithm.

    Args:
        function (QuantumCircuit): Deutsch function to solve.
            Must be a 2-qubit circuit, and either balanced,
            or constant.
    Returns:
        bool: True if the circuit is balanced, otherwise False.
    """"""
    solution_circuit = QuantumCircuit(2,1)
...
    sim = Aer.get_backend('aer_simulator')
    circ_trans = transpile(final_circuit, sim)
    count = list(sim.run(circ_trans).result().get_counts().keys())",qsmell_v00,,deutschproblem_b43184,0,21-mar-23,,qsmell-lpq,"The circuit is run on a simulator, no need for a layout. IDEA: disable the warning when a simulator backend is used.",,,FP,,,,,, disable the warning when a simulator backend is used.,,tanspile,,,,,
00_395371_0,https://github.com/pnnl/SV-Sim/blob/0553ba9f859e7416761af02fc6b8a6482e1e7767/svsim/compare/sc21_compare/qiskit/qiskit_bench.py,"apps.append(""seca_n11"")
apps.append(""sat_n11"")
apps.append(""cc_n12"")
apps.append(""multiply_n13"")
apps.append(""bv_n14"")
apps.append(""qf21_n15"")
apps.append(""qft_n15"")
apps.append(""multiplier_n15"")
for app in apps:
    #print('Starting program...')
    path = str(pathlib.Path().absolute())
    with open(path+'/'+app+"".qasm"") as file:
        qasm = file.read()
    qiskit_circuit = qiskit.circuit.QuantumCircuit().from_qasm_file(app+"".qasm"")
    simulator = Aer.get_backend('aer_simulator')
    #simulator = qiskit.providers.aer.QasmSimulator()
    circ = qiskit.compiler.transpile(qiskit_circuit, simulator)",qsmell_v00,,qiskit_bench_395371,0,21-mar-23,,qsmell-lpq,"The circuit is run on a simulator, no need for a layout. IDEA: disable the warning when a simulator backend is used.",,,FP,,,,,, disable the warning when a simulator backend is used.,,tanspile,,,,,
00_cda95f_0,https://github.com/EeshGupta/VQE_Research/blob/98a0674eca203119b0c9ae358ce0379ba0a869fa/Coding%20Runs/Experiments/November/Pulse%20and%20Gate%20Comparison%20VQE%20H2%20(Nov%2017)/newPulseFuncs.py,"def stretcher(circ, machine, factor):
    '''
    Input: A circ (without measurement) which is to be converted to a schedule, machine to be 
    transpiled upon, and the factor to be stretched by
    Output: The stretched schedule with measurement
    '''
    num_qubits = circ.num_qubits
    circ_device = transpile(circ, machine)

...


def scheduler(scales, circuits, machine):
    scaled_schedules = []
    
    for scale in scales:
        scale_schedules = []
        for circ in circuits:
            circ_ = circ.copy()
            scaled_schedule= stretcher(circ_, machine, scale)
            scale_schedules.append(scaled_schedule)
        scaled_schedules.append(scale_schedules)
    return scaled_schedules",qsmell_v00,,newpulsefuncs_cda95f,0,21-mar-23,,qsmell-lpq,"Circuit executed as schedule, the code writer has no knowledge about the circuit under execution, thus the layout cannot be properly chosed in general.",,,FP,,,,,,#N/A,,tanspile,,,,,
00_817aaf_0,https://github.com/jorgeviegas/quantumalgorithms/blob/129ecdb61b54a9effd9caf16c2b25ed9b91d1030/qiskit/shor/PeriodFinding.ipynb,"    qasm_sim = Aer.get_backend('qasm_simulator')
    # Setting memory=True below allows us to see a list of each sequential reading
    t_qc = transpile(qc, qasm_sim)",qsmell_v00,,periodfinding_817aaf,0,21-mar-23,,qsmell-lpq,"The circuit is run on a simulator, no need for a layout. IDEA: disable the warning when a simulator backend is used.",,,FP,,,,,, disable the warning when a simulator backend is used.,,tanspile,,,,,
00_3d4c00_0,https://github.com/jeppevinkel/CompleteHHL/blob/a5359793c725f2307e197579c3b096b7fdc65126/tests.py,"backend = Aer.get_backend('aer_simulator')
        t_circuit = transpile(circuit, backend)",qsmell_v00,,tests_3d4c00,0,21-mar-23,,qsmell-lpq,"The circuit is run on a simulator, no need for a layout. IDEA: disable the warning when a simulator backend is used.",,,FP,,,,,, disable the warning when a simulator backend is used.,,tanspile,,,,,
00_39325b_0,https://github.com/aesidau/quantum_adder/blob/628b979a00251f4d0484a324da64ba185e293e78/add.py,"simulator = QasmSimulator()
# compile the circuit down to low-level QASM instructions
# supported by the backend (not needed for simple circuits)
compiled_circuit = transpile(circuit, simulator)",qsmell_v00,,add_39325b,0,21-mar-23,,qsmell-lpq,"The circuit is run on a simulator, no need for a layout. IDEA: disable the warning when a simulator backend is used.",,,FP,,,,,, disable the warning when a simulator backend is used.,,tanspile,,,,,
00_351f3c_0,https://github.com/abhishekagarwal2301/isl/blob/5e40f3cd0d36af1ce0a2a09b3a5a22a6c015eb7d/isl/utils/circuit_operations/circuit_operations_running.py,"QASM_SIM = Aer.get_backend(""qasm_simulator"")
SV_SIM = Aer.get_backend(""statevector_simulator"")
def run_circuit_with_transpilation(
    circuit: QuantumCircuit,
    backend=QASM_SIM,
    backend_options=None,
    execute_kwargs=None,
    return_statevector=False,
):
    if backend == ""qulacs"":
        transpiled_circuit = unroll_to_basis_gates(circuit)
    else:
        transpiled_circuit = transpile(circuit, backend)
    return run_circuit_without_transpilation(
        transpiled_circuit, backend, backend_options, execute_kwargs, return_statevector
    )",qsmell_v00,,circuit_operations_running_351f3c,0,21-mar-23,,qsmell-lpq,"The circuit is run on a simulator, no need for a layout. IDEA: disable the warning when a simulator backend is used.",,,FP,,,,,, disable the warning when a simulator backend is used.,,tanspile,,,,,
00_056311_0,https://github.com/Radket27/Quantum-tic-tac-toe/blob/53fb3ba4d4439ffb4c65641d189391b2932d0464/tic_tac_toe_quantum.py,"    from qiskit import QuantumCircuit, transpile
    from qiskit.providers.aer import QasmSimulator
    simulator = QasmSimulator()
    k = []
    circut = QuantumCircuit(1,1)
    circut.h(0)
    circut.measure([0],[0])
    compile = transpile(circut,simulator)",qsmell_v00,,tic_tac_toe_quantum_056311,0,21-mar-23,,qsmell-lpq,"The circuit is run on a simulator, no need for a layout. IDEA: disable the warning when a simulator backend is used.",,,FP,,,,,, disable the warning when a simulator backend is used.,,tanspile,,,,,
00_f15a90_0,https://github.com/JQub/quantum_seismic_detection/blob/941d83225ab733535ceb7cfa18f5206d40799dce/modified/qiskit_processor.py,"    def transpile(self, circs):
        if not self.transpile_with_ancilla and self.coupling_map is not None:
            # only use same number of physical qubits as virtual qubits
            # !! the risk is that the remaining graph is not a connected graph,
            # need fix this later
            coupling_map = []
            for pair in self.coupling_map:
                if all([p_wire < len(circs.qubits) for p_wire in pair]):
                    coupling_map.append(pair)
        else:
            coupling_map = self.coupling_map
        transpiled_circs = transpile(circuits=circs,
                                     backend=self.backend,
                                     basis_gates=self.basis_gates,
                                     coupling_map=coupling_map,
                                     initial_layout=self.initial_layout,
                                     seed_transpiler=self.seed_transpiler,
                                     optimization_level=self.optimization_level
                                     )
        return transpiled_circs
...
transpiled_circ = self.transpile(circ)",qsmell_v00,,qiskit_processor_f15a90,0,21-mar-23,,qsmell-lpq,"The object has another function which is used as wrapper of the tranpile function, this wrapper calls the qiskit tranpile with initial layout. The detector detects a tranpile non-qiskit. IDEA: limit only to transpile of the qiskit library.",,,FP,,,,,, limit only to transpile of the qiskit library.,,tanspile,,,,,
08_bf7359_260,https://github.com/C2QA/bosonic-qiskit/blob/5d411d1fc97c312050ed44d405a211e4a0966ef6/c2qa/circuit.py,"sub_qr = QuantumRegister(1)
        sub_qmr = QumodeRegister(num_qumodes, num_qubits_per_qumode)
        sub_circ = QuantumCircuit(sub_qr, sub_qmr.qreg, name=name)
        qargs = [sub_qr[0]]
        for i in range(num_qumodes):
            qargs += sub_qmr[i]
        gate_0 = ParameterizedUnitaryGate(
            ...
        )
sub_circ.append(gate_0.control(num_ctrl_qubits=1, ctrl_state=0), qargs)",exp_v08,,circuit_bf7359,260,18-mar-23,codeql_2023-03-17_19-08-02,ql-oversized-circuit,"The ParameterizedUnitaryGate is not detected (not even part of Qiskit. IDEA: Too borderline case, not supported.",,,FP,Modeling limitation: user defined gates not modeled *,,,,," Too borderline case, not supported.",,gate,,,,,
08_ad2488_60,https://github.com/kevinwlu/iot/blob/07e72de2c5d3dbd36475e2b06f4fab1c9aa07c85/lesson9/magic_square.py,"aliceQR = QuantumRegister(2)
x1CR = ClassicalRegister(1)
x2CR = ClassicalRegister(1)
bobQR = QuantumRegister(2)
y1CR = ClassicalRegister(1)
y2CR = ClassicalRegister(1)
magicsquare_circuit = QuantumCircuit(aliceQR,bobQR,x1CR,x2CR,y1CR,y2CR)
#Generate the Bell state on the circuit
share_bell_state(magicsquare_circuit,0,1,2,3)",exp_v08,,magic_square_ad2488,60,18-mar-23,codeql_2023-03-17_19-08-02,ql-oversized-circuit,The gates are invisible to the modeling because added in a subroutine. IDEA: disable warning if the circuit is used in at least a subroutine.,,,FP,Modeling limitation: lack of subcircuit operations,,,,, disable warning if the circuit is used in at least a subroutine.,,routine,,,,,
06_17fe47_18,https://github.com/shantanu-misra/Quantum_coumputing_with_Qiskit/blob/baebc362c436de5e5a3d026625f486e44d17203f/Classical%20Gates%20with%20Qubits/OR_with_qubits.py,"qc = QuantumCircuit(3,1)
for input in ['00', '01', '10', '11']:
    if input[0] == '1':
        qc.x(0)
    if input[1] == '1':
        qc.x(1)
    qc.cx(0,2)
    qc.cx(1,2)
    qc.ccx(0,1,2)
    qc.measure(2,0)
    job = execute(qc,Aer.get_backend('qasm_simulator'),shots=1000)
    counts = job.result().get_counts(qc)
    print(""Input:"", input, ""Output:"", counts)",exp_v06,,or_with_qubits_17fe47,18,6-mar-23,codeql_2023-03-06_13-18-26,ql-operation-after-measurement,"The circuit is not re-initialized at each iteration, thus what remains from the previous iteration is reused making qubit gates to appear after a measurement. NOTE: this is correctly detected becuase the program sees any possible control flow. It is naive now: it doesn't check any initialization as of now.",They forget to reinitialize. In practice we can detect this bug with the op after measruement.,They want to implement the or.,TP,Gate after measurement in wrong OR implementation,,silent,reported,,#N/A,10-mar-23,for loop circuit construction,https://github.com/shantanu-misra/Quantum_coumputing_with_Qiskit/issues/1,,,algorithm,
08_89a6ef_11,https://github.com/epiqc/PartialCompilation/blob/50d80f56efdf754e40a0b1dd00404788a03fdf3d/qiskit-terra/test/python/transpiler/test_stochastic_swap.py,"qr = QuantumRegister(2, 'q')
        ar = QuantumRegister(2, 'a')
        cr = ClassicalRegister(4, 'c')
        circ = QuantumCircuit(qr, ar, cr)
        circ.h(qr)
        circ.h(ar)
        circ.s(qr)
        circ.s(ar)
        circ.t(qr)
        circ.t(ar)
        circ.measure(qr[0], cr[0])  # intentional duplicate
        circ.measure(qr[0], cr[0])",exp_v08,,test_stochastic_swap_89a6ef,11,22-mar-23,codeql_2023-03-20_19-13-27,ql-double-measurement,"The detector is correct, but the developer was testing a function the she left the duplicate for testing purposes.",,Testing with intentional duplicate in comments,FP,,,,,,,,measure,,,,,
08_c50734_412,https://github.com/Qiskit/platypus/blob/48a874f4395a8e68c97fdca7f18f7474a5e27e68/notebooks/ch-appendix/qiskit.ipynb,"qc = QuantumCircuit(5,5)
qc.x(0)
qc.cx(0,0+1)
qc.cx(0,1+1)
qc.cx(0,2+1)
qc.cx(0,3+1)
qc.measure_all()
qc.draw()",exp_v08,,qiskit_c50734,412,18-mar-23,codeql_2023-03-17_19-08-02,ql-measure-all-abuse,"They use measure_all with a classical register, adding a new register for no reasons.",Having the demo creating a useless classical register and double size output is confusing.,Qiskit tutorial documentation. They show the demo where they plot the circuit. ,TP,Measure all generates a twice as long output,,silent,confirmed,,#N/A,18-mar-23,measure_all,https://github.com/Qiskit/platypus/issues/2007,,,algorithm,
06_c7825c_18,https://github.com/jdmejiav/cuantum-teleportation/blob/9dc2eab7fe791015a5c0f0a467fc0c93c439d1f2/qiskitcode.py,"circuit.h(qreg_q[0])
circuit.barrier(qreg_q[2], qreg_q[0], qreg_q[1])
circuit.measure(qreg_q[0], creg_c[0])
circuit.measure(qreg_q[1], creg_c[1])
circuit.barrier(qreg_q[2], qreg_q[0], qreg_q[1])
circuit.cx(qreg_q[1], qreg_q[2])
circuit.cz(qreg_q[0], qreg_q[2])",exp_v06,,qiskitcode_c7825c,18,7-mar-23,codeql_2023-03-06_13-18-31,ql-operation-after-measurement,Resemblance with Teleportation variant. Duplicate of: 06_5b8be6_27,"the measurement are useless here. Nor the c_if, nor the deferred measurement principtle of the doc.",teleportation algorithm,TP,Teleportation algo: with useless in-circuit measurements,,,,,#N/A,,mid-circuit measurements,,,,,
06_09be03_19,https://github.com/tula3and/qoupang/blob/efab669e5d529e42a66d6cb2d28cfc22c6103d68/qrng/qrng.py,"circuit = QuantumCircuit(q,c)
circuit.h(q)
for i in range(47):
    circuit.cx(q[i], q[47])
circuit.measure_all()",exp_v06,,qrng_09be03,19,6-mar-23,codeql_2023-03-06_13-18-20,ql-measure-all-abuse,"Using measure_all with default parameters adds a new classical register. Here you already have one, thus the outputs has 47*2 bits.",They recover from the double size output by discarding the rest instead of fixing the measure_all.,they implement an hash function.,TP,Measure all generates a twice as long output,,longer output,reported,,#N/A,8-mar-23,measure_all,https://github.com/tula3and/qoupang/issues/1,,,algorithm,
06_cff11a_53,https://github.com/Quantum-Computing-Cooperation/Tutorials/blob/9b44a4410dedba9d15bc8fd6a6bcd6621441e4fb/quantumteleport.py,"# Next, apply the teleportation protocol. 
qc.cx(0, 1)
qc.h(0)
qc.measure(0, 0)
qc.measure(1, 1)
qc.cx(1, 2)
qc.cz(0, 2)
qc.barrier()",exp_v06,,quantumteleport_cff11a,53,16-mar-23,codeql_2023-03-09_12-18-15,ql-operation-after-measurement,Actually the teleportation protocol considers a conditional rx or rz rotation after the measurement. Not following the deferred measurment principle. https://qiskit.org/textbook/ch-algorithms/teleportation.html,"the measurement are useless here. Nor the c_if, nor the deferred measurement principtle of the doc.",teleportation algorithm,TP,Teleportation algo: with useless in-circuit measurements,,,,,#N/A,,mid-circuit measurements,,,,,
06_7da521_55,https://github.com/B10-H4ck3r/QComp_QuantumTeleportationProtocol/blob/5f839a5e8f27cae31d5783a6cffd252a2acf6db0/QuantumTeleportationProtocol.py,"circuit.barrier()
circuit.measure([0,1], [0,1])
circuit.draw()
circuit.barrier()
circuit.cx(1,2)
circuit.cz(0,2)
circuit.draw()
",exp_v06,,quantumteleportationprotocol_7da521,55,16-mar-23,codeql_2023-03-09_12-18-15,ql-operation-after-measurement,Teleportation with measurement without conditional application.,"the measurement are useless here. Nor the c_if, nor the deferred measurement principtle of the doc.",teleportation algorithm,TP,Teleportation algo: with useless in-circuit measurements,,,,,#N/A,,mid-circuit measurements,,,,,
06_df608f_322,https://github.com/fastflair/Tutorials/blob/ec3cec9ae4219f34f9a9980b3dfc33bad930e1e5/Quantum/ShorDecrypt/Shor.py,"# Apply inverse QFT
        iqft = QFT(len(self._up_qreg), inverse=True)
        circuit.compose(iqft, qubits=self._up_qreg)
        logger.info(summarize_circuits(circuit))
        return circuit",exp_v06,,shor_df608f,322,6-mar-23,codeql_2023-03-06_13-18-16,ql-ghost-composition,"Ghost compose() call, ignored statement. the statement compose is lost because its return value is not used and the inplace=true is not set.",The inverse QFT is omitted.,demo of the Shor algo,TP,Shor algo: missing insertion of the inverse QFT,,silent,reported,,#N/A,6-mar-23,compose,https://github.com/fastflair/Tutorials/issues/14,,,algorithm,
06_13ba80_90,https://github.com/qclib/qclib/blob/ddafadf004cfe79d6086b3874c96a00219bf896d/test/test_mc_gate.py,"def test_linear_toffoli2(self):
        """""" Testing Toffoli control 110""""""
        gate_x = np.array([[0, 1], [1, 0]])        
        circuit2 = qiskit.QuantumCircuit(4)
        circuit2.x(2)
        circuit2.x(3)
        circuit2.x(0)
        state1 = qclib.util.get_state(circuit2)
        circuit = qiskit.QuantumCircuit(4)
        mc_gate(gate_x, circuit, [3, 2, 1], 0)
        circuit2.compose(circuit, circuit2.qubits)
        state2 = qclib.util.get_state(circuit2)",exp_v06,,test_mc_gate_13ba80,90,6-mar-23,codeql_2023-03-06_13-18-12,ql-ghost-composition,"Ghost compose() call, ignored statement. the statement compose is lost because its return value is not used. ",A circuit2 is created but never appended to the real circuit.,Test case of the toffoli gate.,TP,Missing compose assignment in a test case,,silent,fixed: https://github.com/qclib/qclib/pull/140,,#N/A,6-mar-23,compose,https://github.com/qclib/qclib/issues/139,,,testing,
